loan,months,income,expenses,necessary_expenses,unnecessary_expenses,loan_payment
6300.0,24,8205.45,4501.8,3749.47,752.33,311.0
6300.0,24,8205.45,4728.64,3864.17,864.47,296.08
6300.0,24,8205.45,4539.93,3622.07,917.87,308.39
6300.0,24,8205.45,4862.45,3977.51,884.94,234.2
35700.0,24,6723.15,3677.26,3035.34,641.92,1767.74
35700.0,24,6723.15,3779.46,3029.53,749.92,1719.94
35700.0,24,6723.15,4438.75,3268.68,1170.07,1464.48
35700.0,24,6723.15,3860.39,3058.59,801.8,1683.88
35700.0,24,6723.15,3980.61,3214.09,766.52,1633.03
35700.0,24,6723.15,3840.64,3234.96,605.68,1692.54
35700.0,24,6723.15,3919.43,3202.69,716.74,1658.52
35700.0,24,6723.15,3478.73,2946.3,532.43,1785.0
35700.0,24,6723.15,3882.05,3118.45,763.6,1674.49
35700.0,24,6723.15,3997.87,3252.75,745.12,1625.98
35700.0,24,6723.15,3606.68,3033.98,572.7,1785.0
35700.0,24,6723.15,3933.89,3097.73,836.16,1652.42
35700.0,24,6723.15,3720.34,3057.11,663.23,1747.27
35700.0,24,6723.15,3834.16,3019.96,814.2,1695.4
35700.0,24,6723.15,3562.9,2969.13,593.77,1785.0
35700.0,24,6723.15,3803.04,3048.9,754.14,1709.28
35700.0,24,6723.15,3920.24,2958.05,962.2,1658.17
35700.0,24,6723.15,3610.8,2958.07,652.73,1785.0
35700.0,24,6723.15,3962.85,3099.41,863.44,1640.35
35700.0,24,6723.15,3592.55,3005.61,586.94,1785.0
35700.0,24,6723.15,4113.83,3274.24,839.59,1580.14
35700.0,24,6723.15,3798.17,3010.37,787.8,171.37
12075.0,60,2040.28,1520.53,974.24,546.29,201.25
12075.0,60,2040.28,1075.62,894.15,181.47,241.5
12075.0,60,2040.28,1198.69,988.36,210.33,222.65
12075.0,60,2040.28,1592.82,994.46,598.37,200.17
12075.0,60,2040.28,1174.32,989.38,184.95,227.28
12075.0,60,2040.28,1106.29,949.52,156.77,241.25
12075.0,60,2040.28,1044.54,888.78,155.76,241.5
12075.0,60,2040.28,1146.14,918.39,227.74,232.86
12075.0,60,2040.28,1089.29,941.68,147.61,241.5
12075.0,60,2040.28,1172.18,946.04,226.14,227.69
12075.0,60,2040.28,1169.84,953.9,215.94,228.15
12075.0,60,2040.28,1169.41,969.65,199.76,228.23
12075.0,60,2040.28,1123.59,964.88,158.71,237.54
12075.0,60,2040.28,1169.93,916.95,252.98,228.13
12075.0,60,2040.28,1104.7,912.2,192.5,241.5
12075.0,60,2040.28,1101.33,918.35,182.98,241.5
12075.0,60,2040.28,1166.26,937.76,228.5,228.85
12075.0,60,2040.28,1079.19,899.26,179.93,241.5
12075.0,60,2040.28,1222.82,970.43,252.39,218.26
12075.0,60,2040.28,1102.1,899.47,202.63,241.5
12075.0,60,2040.28,1122.05,939.92,182.13,237.86
12075.0,60,2040.28,1186.18,941.47,244.71,225.0
12075.0,60,2040.28,1195.29,971.62,223.68,223.29
12075.0,60,2040.28,1099.39,894.41,204.98,241.5
12075.0,60,2040.28,1120.01,935.54,184.47,238.3
12075.0,60,2040.28,1129.65,954.59,175.06,236.26
12075.0,60,2040.28,1158.19,957.17,201.02,230.44
12075.0,60,2040.28,1190.61,952.21,238.4,224.17
12075.0,60,2040.28,1211.94,941.89,270.04,220.22
12075.0,60,2040.28,1317.63,983.74,333.88,202.56
12075.0,60,2040.28,1187.24,921.48,265.76,224.8
12075.0,60,2040.28,1062.61,890.49,172.12,241.5
12075.0,60,2040.28,1138.48,919.03,219.45,234.43
12075.0,60,2040.28,1170.11,982.9,187.21,228.09
12075.0,60,2040.28,1184.94,948.72,236.22,225.24
12075.0,60,2040.28,1087.03,891.13,195.89,241.5
12075.0,60,2040.28,1156.44,956.02,200.42,230.79
12075.0,60,2040.28,1132.27,960.29,171.98,235.72
12075.0,60,2040.28,1165.11,973.18,191.93,229.07
12075.0,60,2040.28,1168.69,933.85,234.85,228.37
12075.0,60,2040.28,1215.29,974.3,240.99,219.61
12075.0,60,2040.28,1152.61,973.03,179.59,231.56
12075.0,60,2040.28,1202.37,960.65,241.72,221.97
12075.0,60,2040.28,1146.53,962.0,184.53,232.78
12075.0,60,2040.28,1384.15,892.55,491.59,192.82
12075.0,60,2040.28,1529.4,991.86,537.55,174.51
12075.0,60,2040.28,1157.7,939.0,218.71,230.54
12075.0,60,2040.28,1150.81,958.3,192.51,231.92
12075.0,60,2040.28,1079.27,918.34,160.93,241.5
12075.0,60,2040.28,1227.43,994.62,232.81,217.44
12075.0,60,2040.28,1180.81,936.81,244.0,226.03
12075.0,60,2040.28,1178.33,988.01,190.32,226.5
12075.0,60,2040.28,1283.26,905.97,377.29,207.98
12075.0,60,2040.28,1330.07,890.19,439.88,7.92
23520.0,48,3969.24,2234.6,1734.57,500.03,565.74
23520.0,48,3969.24,2292.96,1870.48,422.48,551.34
23520.0,48,3969.24,2269.25,1886.06,383.2,557.1
23520.0,48,3969.24,2413.96,1921.01,492.95,523.7
23520.0,48,3969.24,2302.44,1884.2,418.24,549.07
23520.0,48,3969.24,2298.3,1847.79,450.51,550.06
23520.0,48,3969.24,2189.64,1758.66,430.97,577.36
23520.0,48,3969.24,2179.0,1816.27,362.73,580.17
23520.0,48,3969.24,2470.39,1820.35,650.04,511.74
23520.0,48,3969.24,2328.66,1818.23,510.43,542.89
23520.0,48,3969.24,2262.32,1827.93,434.39,558.81
23520.0,48,3969.24,2310.49,1826.95,483.54,547.16
23520.0,48,3969.24,2509.8,1748.64,761.16,503.71
23520.0,48,3969.24,2322.33,1794.77,527.57,544.37
23520.0,48,3969.24,2225.56,1751.69,473.87,568.04
23520.0,48,3969.24,2216.11,1750.08,466.03,570.46
23520.0,48,3969.24,2026.8,1737.6,289.19,588.0
23520.0,48,3969.24,2232.02,1845.63,386.39,566.39
23520.0,48,3969.24,2462.64,1925.32,537.31,513.35
23520.0,48,3969.24,2097.94,1820.85,277.1,588.0
23520.0,48,3969.24,2241.92,1924.02,317.9,563.89
23520.0,48,3969.24,2158.69,1772.82,385.87,585.63
23520.0,48,3969.24,2225.66,1813.91,411.75,568.01
23520.0,48,3969.24,2327.76,1851.71,476.05,543.1
23520.0,48,3969.24,2126.84,1745.16,381.68,588.0
23520.0,48,3969.24,2124.63,1768.63,356.0,588.0
23520.0,48,3969.24,2361.39,1884.76,476.63,535.36
23520.0,48,3969.24,2210.34,1753.91,456.43,571.95
23520.0,48,3969.24,2193.26,1755.25,438.01,576.4
23520.0,48,3969.24,2180.61,1753.25,427.35,579.75
23520.0,48,3969.24,2088.1,1753.04,335.06,588.0
23520.0,48,3969.24,2172.52,1808.06,364.46,581.91
23520.0,48,3969.24,2371.13,1912.29,458.85,533.16
23520.0,48,3969.24,2281.62,1845.68,435.94,554.08
23520.0,48,3969.24,2184.55,1730.76,453.78,578.7
23520.0,48,3969.24,2169.65,1752.87,416.77,582.68
23520.0,48,3969.24,2322.11,1926.34,395.77,544.42
23520.0,48,3969.24,2151.86,1749.17,402.69,587.49
23520.0,48,3969.24,2188.57,1834.26,354.31,577.64
23520.0,48,3969.24,2301.11,1895.71,405.4,549.39
23520.0,48,3969.24,2215.47,1800.79,414.68,570.62
23520.0,48,3969.24,2325.99,1777.29,548.7,514.36
34335.0,12,8951.71,5011.36,3922.52,1088.84,3322.15
34335.0,12,8951.71,5087.67,4011.03,1076.64,3272.32
34335.0,12,8951.71,5028.2,3933.56,1094.65,3311.02
34335.0,12,8951.71,5153.89,4021.51,1132.38,3230.28
34335.0,12,8951.71,4902.3,4180.91,721.39,3396.06
34335.0,12,8951.71,4940.12,4039.06,901.06,3370.06
34335.0,12,8951.71,5258.23,4211.56,1046.66,3166.18
34335.0,12,8951.71,5315.15,4338.1,977.05,3132.27
34335.0,12,8951.71,4647.06,3959.01,688.05,3433.5
34335.0,12,8951.71,5101.86,3969.89,1131.97,3263.22
34335.0,12,8951.71,5064.07,4117.04,947.03,1437.93
37485.0,60,5266.81,3016.45,2447.27,569.18,709.04
37485.0,60,5266.81,3124.16,2535.55,588.61,684.6
37485.0,60,5266.81,2946.01,2413.16,532.84,726.0
37485.0,60,5266.81,3431.71,2503.31,928.4,623.24
37485.0,60,5266.81,2812.24,2339.65,472.6,749.7
37485.0,60,5266.81,3268.54,2409.66,858.88,654.36
37485.0,60,5266.81,2819.5,2448.49,371.01,749.7
37485.0,60,5266.81,2923.69,2535.02,388.67,731.54
37485.0,60,5266.81,3209.65,2503.21,706.44,666.36
37485.0,60,5266.81,3033.48,2504.05,529.43,705.06
37485.0,60,5266.81,2821.86,2312.82,509.04,749.7
37485.0,60,5266.81,2758.23,2375.02,383.21,749.7
37485.0,60,5266.81,2987.6,2431.94,555.66,715.89
37485.0,60,5266.81,3041.14,2405.35,635.79,703.28
37485.0,60,5266.81,2938.3,2385.75,552.55,727.9
37485.0,60,5266.81,2881.14,2297.92,583.22,742.34
37485.0,60,5266.81,3044.73,2435.17,609.56,702.46
37485.0,60,5266.81,2908.13,2424.13,484.0,735.45
37485.0,60,5266.81,2920.4,2313.75,606.64,732.36
37485.0,60,5266.81,3016.63,2456.43,560.2,709.0
37485.0,60,5266.81,2837.05,2388.04,449.01,749.7
37485.0,60,5266.81,2907.75,2382.32,525.43,735.55
37485.0,60,5266.81,3020.2,2538.0,482.2,708.16
37485.0,60,5266.81,2770.47,2296.51,473.96,749.7
37485.0,60,5266.81,2968.69,2500.08,468.61,720.45
37485.0,60,5266.81,3198.39,2295.12,903.27,668.71
37485.0,60,5266.81,2968.3,2496.1,472.2,720.54
37485.0,60,5266.81,2749.58,2345.41,404.17,749.7
37485.0,60,5266.81,3073.86,2484.74,589.11,695.8
37485.0,60,5266.81,2754.88,2354.76,400.12,749.7
37485.0,60,5266.81,3215.27,2409.92,805.35,665.2
37485.0,60,5266.81,3234.06,2476.05,758.01,661.33
37485.0,60,5266.81,2958.09,2427.53,530.57,723.03
37485.0,60,5266.81,2915.01,2532.83,382.18,733.72
37485.0,60,5266.81,3017.97,2524.2,493.77,708.68
37485.0,60,5266.81,2862.37,2332.24,530.13,747.21
37485.0,60,5266.81,2957.44,2503.64,453.8,723.19
37485.0,60,5266.81,2936.36,2350.99,585.36,728.38
37485.0,60,5266.81,3071.02,2498.28,572.74,696.44
37485.0,60,5266.81,2979.54,2397.68,581.86,717.83
37485.0,60,5266.81,3211.62,2343.47,868.15,665.95
37485.0,60,5266.81,2884.0,2390.89,493.11,741.6
37485.0,60,5266.81,2960.63,2386.29,574.34,722.41
37485.0,60,5266.81,2810.69,2378.01,432.67,749.7
37485.0,60,5266.81,3124.37,2294.41,829.96,684.55
37485.0,60,5266.81,2834.43,2462.49,371.94,749.7
37485.0,60,5266.81,3517.01,2562.72,954.29,608.13
37485.0,60,5266.81,2966.55,2459.37,507.19,720.97
37485.0,60,5266.81,2937.8,2498.22,439.58,728.02
37485.0,60,5266.81,2834.7,2294.89,539.82,749.7
37485.0,60,5266.81,2743.54,2303.88,439.66,749.7
37485.0,60,5266.81,2805.12,2318.84,486.28,749.7
37485.0,60,5266.81,2970.94,2435.32,535.62,244.19
18585.0,48,2130.13,1219.48,1026.03,193.45,439.61
18585.0,48,2130.13,1167.74,933.84,233.9,459.09
18585.0,48,2130.13,1232.86,991.24,241.61,434.84
18585.0,48,2130.13,1663.56,1030.36,633.2,383.37
18585.0,48,2130.13,1093.13,944.56,148.58,464.62
18585.0,48,2130.13,1117.94,933.31,184.63,464.62
18585.0,48,2130.13,1186.51,986.78,199.74,451.82
18585.0,48,2130.13,1120.02,927.93,192.1,464.62
18585.0,48,2130.13,1283.29,1027.04,256.24,417.75
18585.0,48,2130.13,1213.23,982.7,230.54,441.87
18585.0,48,2130.13,1271.33,994.17,277.16,421.68
18585.0,48,2130.13,1340.57,931.89,408.68,399.9
18585.0,48,2130.13,1176.89,954.03,222.86,455.52
18585.0,48,2130.13,1264.17,1024.51,239.66,424.07
18585.0,48,2130.13,1215.97,1032.48,183.49,440.88
18585.0,48,2130.13,1162.1,947.3,214.79,461.32
18585.0,48,2130.13,1222.38,960.01,262.38,438.56
18585.0,48,2130.13,1428.29,970.47,457.82,375.34
18585.0,48,2130.13,1172.01,950.76,221.25,457.41
18585.0,48,2130.13,1189.22,1005.12,184.11,450.79
18585.0,48,2130.13,1190.47,941.02,249.45,450.32
18585.0,48,2130.13,1218.67,990.71,227.96,439.9
18585.0,48,2130.13,1097.24,935.21,162.02,464.62
18585.0,48,2130.13,1208.17,972.5,235.67,443.72
18585.0,48,2130.13,1167.27,954.56,212.72,459.27
18585.0,48,2130.13,1163.78,968.42,195.36,460.65
18585.0,48,2130.13,1236.84,1030.56,206.28,433.44
18585.0,48,2130.13,1221.2,1001.22,219.98,438.99
18585.0,48,2130.13,1292.83,1025.38,267.44,414.67
18585.0,48,2130.13,1153.8,995.93,157.87,464.62
18585.0,48,2130.13,1159.41,936.74,222.66,462.39
18585.0,48,2130.13,1184.59,992.81,191.79,452.56
18585.0,48,2130.13,1308.36,939.36,369.0,409.75
18585.0,48,2130.13,1291.31,1031.34,259.97,415.16
18585.0,48,2130.13,1221.26,1021.72,199.54,438.97
18585.0,48,2130.13,1117.89,944.21,173.68,464.62
18585.0,48,2130.13,1140.87,944.51,196.35,464.62
18585.0,48,2130.13,1251.34,1012.3,239.04,428.41
18585.0,48,2130.13,1300.27,1029.55,270.72,412.29
18585.0,48,2130.13,1144.65,950.5,194.14,464.62
18585.0,48,2130.13,1262.95,1018.21,244.75,424.48
18585.0,48,2130.13,1226.69,996.06,230.63,437.02
18585.0,48,2130.13,1161.38,959.17,202.22,92.2
20055.0,24,6061.07,3195.49,2687.65,507.83,1002.75
20055.0,24,6061.07,3396.4,2929.6,466.81,969.29
20055.0,24,6061.07,3479.47,2805.27,674.2,946.15
20055.0,24,6061.07,3382.95,2784.71,598.23,973.15
20055.0,24,6061.07,3541.17,2929.77,611.4,929.67
20055.0,24,6061.07,3534.78,2843.65,691.13,931.35
20055.0,24,6061.07,3570.06,2942.79,627.26,922.14
20055.0,24,6061.07,3432.67,2877.85,554.82,959.05
20055.0,24,6061.07,3336.3,2826.76,509.54,986.76
20055.0,24,6061.07,3340.19,2751.13,589.06,985.61
20055.0,24,6061.07,3363.58,2688.45,675.12,978.75
20055.0,24,6061.07,3442.37,2687.02,755.34,956.35
20055.0,24,6061.07,3458.65,2928.58,530.06,951.85
20055.0,24,6061.07,3367.54,2676.61,690.93,977.6
20055.0,24,6061.07,3424.09,2690.02,734.07,961.46
20055.0,24,6061.07,3515.51,2915.59,599.92,936.45
20055.0,24,6061.07,3533.19,2883.92,649.27,931.77
20055.0,24,6061.07,3584.31,2842.11,742.2,918.48
20055.0,24,6061.07,3562.98,2795.35,767.63,923.98
20055.0,24,6061.07,3415.06,2741.23,673.83,964.0
20055.0,24,6061.07,3286.26,2745.48,540.78,948.4
7980.0,48,5711.17,3183.75,2634.72,549.03,193.85
7980.0,48,5711.17,3456.64,2748.42,708.22,178.54
7980.0,48,5711.17,3424.66,2772.47,652.19,180.21
7980.0,48,5711.17,3366.47,2774.92,591.55,183.33
7980.0,48,5711.17,3172.49,2577.29,595.19,194.54
7980.0,48,5711.17,3241.47,2736.97,504.5,190.4
7980.0,48,5711.17,3278.0,2664.57,613.42,188.27
7980.0,48,5711.17,3270.35,2626.33,644.02,188.71
7980.0,48,5711.17,3189.03,2612.06,576.97,193.53
7980.0,48,5711.17,3088.69,2536.04,552.65,199.5
7980.0,48,5711.17,3212.63,2701.85,510.78,192.11
7980.0,48,5711.17,3140.98,2576.6,564.38,196.49
7980.0,48,5711.17,3214.32,2727.47,486.86,192.0
7980.0,48,5711.17,3008.09,2501.95,506.14,199.5
7980.0,48,5711.17,3136.03,2586.75,549.28,196.8
7980.0,48,5711.17,3477.6,2667.04,810.57,177.47
7980.0,48,5711.17,3172.89,2541.38,631.51,194.51
7980.0,48,5711.17,3262.07,2573.37,688.69,189.19
7980.0,48,5711.17,3203.57,2596.73,606.84,192.65
7980.0,48,5711.17,3733.11,2701.61,1031.5,165.32
7980.0,48,5711.17,3092.12,2659.81,432.31,199.5
7980.0,48,5711.17,3129.88,2621.09,508.79,197.18
7980.0,48,5711.17,3210.25,2514.28,695.97,192.25
7980.0,48,5711.17,3308.37,2638.03,670.34,186.55
7980.0,48,5711.17,3346.2,2669.55,676.65,184.44
7980.0,48,5711.17,3274.98,2641.01,633.97,188.45
7980.0,48,5711.17,3127.11,2618.53,508.58,197.36
7980.0,48,5711.17,3276.73,2749.15,527.58,188.35
7980.0,48,5711.17,3260.08,2774.33,485.75,189.31
7980.0,48,5711.17,3259.18,2660.79,598.39,189.36
7980.0,48,5711.17,3220.17,2595.36,624.81,191.66
7980.0,48,5711.17,3148.49,2548.95,599.54,196.02
7980.0,48,5711.17,3332.07,2737.33,594.74,185.22
7980.0,48,5711.17,3348.19,2762.44,585.75,184.33
7980.0,48,5711.17,3277.78,2754.62,523.16,188.29
7980.0,48,5711.17,3093.65,2600.29,493.36,199.49
7980.0,48,5711.17,3105.35,2558.5,546.85,198.74
7980.0,48,5711.17,3407.84,2733.68,674.16,181.1
7980.0,48,5711.17,3298.99,2560.51,738.48,187.08
7980.0,48,5711.17,3317.13,2749.75,567.38,186.05
7980.0,48,5711.17,3238.32,2692.23,546.08,190.58
7980.0,48,5711.17,3231.87,2759.28,472.59,190.96
7980.0,48,5711.17,3246.92,2757.0,489.93,0.83
24780.0,24,3841.31,2107.4,1725.84,381.55,1223.31
24780.0,24,3841.31,2307.13,1862.24,444.89,1117.41
24780.0,24,3841.31,2310.27,1836.29,473.99,1115.89
24780.0,24,3841.31,2002.41,1683.18,319.23,1239.0
24780.0,24,3841.31,2205.33,1753.23,452.1,1168.99
24780.0,24,3841.31,2088.63,1814.65,273.98,1234.3
24780.0,24,3841.31,2170.05,1784.82,385.23,1187.99
24780.0,24,3841.31,2149.17,1722.13,427.04,1199.53
24780.0,24,3841.31,2197.95,1751.81,446.13,1172.91
24780.0,24,3841.31,2148.26,1720.91,427.34,1200.04
24780.0,24,3841.31,2573.35,1829.15,744.2,1001.81
24780.0,24,3841.31,2172.23,1792.24,379.99,1186.8
24780.0,24,3841.31,2116.72,1722.42,394.3,1217.92
24780.0,24,3841.31,2119.82,1685.25,434.57,1216.14
24780.0,24,3841.31,2208.08,1779.82,428.25,1167.53
24780.0,24,3841.31,2266.95,1770.51,496.44,1137.21
24780.0,24,3841.31,2223.52,1718.4,505.11,1159.42
24780.0,24,3841.31,2248.06,1818.03,430.02,1146.77
24780.0,24,3841.31,2073.9,1684.61,389.29,1239.0
24780.0,24,3841.31,2146.37,1757.78,388.58,1201.1
24780.0,24,3841.31,2066.43,1772.5,293.93,1239.0
24780.0,24,3841.31,2207.05,1844.36,362.69,7.93
12390.0,24,6926.24,3864.19,3036.64,827.55,601.47
12390.0,24,6926.24,3876.93,3142.39,734.54,599.49
12390.0,24,6926.24,3821.61,3029.44,792.16,608.17
12390.0,24,6926.24,3892.85,3193.29,699.56,597.04
12390.0,24,6926.24,3810.7,3087.12,723.58,609.91
12390.0,24,6926.24,3852.23,3207.19,645.03,603.34
12390.0,24,6926.24,3757.38,3025.56,731.82,618.57
12390.0,24,6926.24,4100.84,3302.78,798.06,566.76
12390.0,24,6926.24,4029.29,3192.83,836.46,576.82
12390.0,24,6926.24,4045.54,3270.2,775.34,574.51
12390.0,24,6926.24,4417.69,3374.8,1042.89,526.11
12390.0,24,6926.24,3911.03,3113.95,797.08,594.26
12390.0,24,6926.24,3884.04,3092.72,791.32,598.39
12390.0,24,6926.24,3937.29,3250.24,687.05,590.3
12390.0,24,6926.24,3746.73,3025.04,721.7,619.5
12390.0,24,6926.24,3755.25,3132.29,622.96,618.92
12390.0,24,6926.24,3933.47,3206.37,727.1,590.87
12390.0,24,6926.24,4040.32,3209.0,831.32,575.25
12390.0,24,6926.24,3689.57,3145.65,543.93,619.5
12390.0,24,6926.24,3831.85,3107.41,724.44,606.54
12390.0,24,6926.24,3673.15,3156.34,516.81,494.29
27090.0,24,5464.82,3010.83,2510.18,500.66,1331.68
27090.0,24,5464.82,2929.38,2401.25,528.13,1354.5
27090.0,24,5464.82,2950.75,2557.24,393.51,1354.5
27090.0,24,5464.82,3121.4,2468.1,653.3,1284.51
27090.0,24,5464.82,3298.48,2475.23,823.25,1215.55
27090.0,24,5464.82,3137.59,2587.84,549.75,1277.88
27090.0,24,5464.82,3375.18,2403.1,972.08,1187.93
27090.0,24,5464.82,3109.42,2532.28,577.14,1289.46
27090.0,24,5464.82,3116.43,2586.39,530.04,1286.56
27090.0,24,5464.82,3080.13,2593.95,486.18,1301.72
27090.0,24,5464.82,3141.24,2594.03,547.21,1276.4
27090.0,24,5464.82,2962.17,2423.26,538.92,1353.56
27090.0,24,5464.82,3069.48,2589.3,480.17,1306.24
27090.0,24,5464.82,3165.68,2630.82,534.86,1266.54
27090.0,24,5464.82,3080.22,2524.06,556.16,1301.69
27090.0,24,5464.82,3213.35,2618.19,595.15,1247.76
27090.0,24,5464.82,3097.76,2519.66,578.1,1294.31
27090.0,24,5464.82,2953.48,2464.85,488.63,1354.5
27090.0,24,5464.82,3014.09,2512.93,501.15,1330.25
27090.0,24,5464.82,2983.68,2434.69,548.98,1343.8
27090.0,24,5464.82,3036.91,2619.21,417.7,1130.66
40425.0,60,2098.21,1468.55,928.4,540.15,673.75
40425.0,60,2098.21,1174.45,965.13,209.33,782.39
40425.0,60,2098.21,1127.83,924.94,202.89,808.5
40425.0,60,2098.21,1210.03,970.96,239.07,759.39
40425.0,60,2098.21,1191.81,953.98,237.83,771.0
40425.0,60,2098.21,1196.71,1017.07,179.64,767.84
40425.0,60,2098.21,1175.01,953.28,221.73,782.02
40425.0,60,2098.21,1170.56,927.31,243.24,785.0
40425.0,60,2098.21,1184.99,963.01,221.98,775.44
40425.0,60,2098.21,1142.38,977.3,165.08,804.36
40425.0,60,2098.21,1217.28,977.61,239.67,754.87
40425.0,60,2098.21,1205.22,988.06,217.16,762.42
40425.0,60,2098.21,1091.37,923.78,167.59,808.5
40425.0,60,2098.21,1185.34,915.12,270.22,775.21
40425.0,60,2098.21,1471.04,986.18,484.86,643.79
40425.0,60,2098.21,1223.57,1003.85,219.71,750.99
40425.0,60,2098.21,1221.93,1000.38,221.55,751.99
40425.0,60,2098.21,1406.61,979.49,427.12,653.26
40425.0,60,2098.21,1173.28,976.42,196.86,783.17
40425.0,60,2098.21,1218.43,1003.9,214.54,754.15
40425.0,60,2098.21,1135.61,965.56,170.05,808.5
40425.0,60,2098.21,1227.83,995.14,232.69,748.38
40425.0,60,2098.21,1190.62,942.64,247.98,771.77
40425.0,60,2098.21,1083.74,926.29,157.44,808.5
40425.0,60,2098.21,1212.76,988.66,224.11,757.68
40425.0,60,2098.21,1156.23,935.67,220.56,794.72
40425.0,60,2098.21,1371.85,935.24,436.61,669.81
40425.0,60,2098.21,1200.76,988.29,212.47,765.25
40425.0,60,2098.21,1188.42,991.62,196.81,773.2
40425.0,60,2098.21,1163.64,986.89,176.75,789.66
40425.0,60,2098.21,1209.61,957.65,251.96,759.65
40425.0,60,2098.21,1127.53,970.07,157.45,808.5
40425.0,60,2098.21,1149.26,923.3,225.97,799.54
40425.0,60,2098.21,1108.49,935.29,173.19,808.5
40425.0,60,2098.21,1192.06,986.13,205.93,770.83
40425.0,60,2098.21,1187.71,1007.84,179.87,773.66
40425.0,60,2098.21,1145.59,933.67,211.92,802.11
40425.0,60,2098.21,1307.52,954.94,352.58,702.77
40425.0,60,2098.21,1265.29,1009.05,256.24,726.22
40425.0,60,2098.21,1444.02,970.24,473.78,636.34
40425.0,60,2098.21,1201.41,1016.64,184.77,764.84
40425.0,60,2098.21,1332.11,1015.6,316.51,689.8
40425.0,60,2098.21,1479.05,983.19,495.85,621.27
40425.0,60,2098.21,1206.15,993.6,212.54,761.83
40425.0,60,2098.21,1182.69,978.36,204.33,776.94
40425.0,60,2098.21,1144.72,949.06,195.66,802.71
40425.0,60,2098.21,1162.26,954.83,207.43,790.6
40425.0,60,2098.21,1178.27,1015.59,162.68,779.86
40425.0,60,2098.21,1176.77,1013.67,163.1,780.85
40425.0,60,2098.21,1194.93,962.59,232.34,768.99
40425.0,60,2098.21,1191.42,963.7,227.72,771.25
40425.0,60,2098.21,1251.0,1016.25,234.76,734.52
40425.0,60,2098.21,1212.66,992.72,219.95,757.74
40425.0,60,2098.21,1165.84,987.2,178.64,200.16
25725.0,24,4877.68,2786.64,2295.79,490.85,1219.52
25725.0,24,4877.68,2566.01,2162.24,403.76,1286.25
25725.0,24,4877.68,2775.91,2344.53,431.38,1224.24
25725.0,24,4877.68,2776.54,2356.12,420.42,1223.96
25725.0,24,4877.68,2654.55,2224.1,430.45,1280.21
25725.0,24,4877.68,2680.62,2201.17,479.46,1267.75
25725.0,24,4877.68,2685.32,2270.78,414.53,1265.54
25725.0,24,4877.68,2714.98,2167.07,547.91,1251.71
25725.0,24,4877.68,2568.75,2165.26,403.49,1286.25
25725.0,24,4877.68,2850.92,2352.88,498.04,1192.03
25725.0,24,4877.68,2982.61,2368.54,614.07,1139.4
25725.0,24,4877.68,2735.48,2208.86,526.62,1242.33
25725.0,24,4877.68,2649.54,2288.73,360.81,1282.63
25725.0,24,4877.68,2734.0,2227.25,506.75,1243.0
25725.0,24,4877.68,2722.63,2265.12,457.51,1248.19
25725.0,24,4877.68,3151.19,2330.36,820.84,1078.44
25725.0,24,4877.68,2559.85,2146.55,413.29,1286.25
25725.0,24,4877.68,2783.52,2179.07,604.46,1220.89
25725.0,24,4877.68,2941.1,2228.89,712.21,1155.48
25725.0,24,4877.68,2854.86,2372.99,481.87,1190.38
25725.0,24,4877.68,3269.06,2326.11,942.94,1039.56
25725.0,24,4877.68,2749.48,2354.66,394.82,100.99
9030.0,60,8992.88,5420.96,4297.91,1123.05,162.28
9030.0,60,8992.88,5180.05,4358.79,821.26,169.83
9030.0,60,8992.88,5414.37,4325.61,1088.76,162.48
9030.0,60,8992.88,5150.42,4196.66,953.76,170.81
9030.0,60,8992.88,5076.08,4285.11,790.97,173.31
9030.0,60,8992.88,4721.26,3963.59,757.66,180.6
9030.0,60,8992.88,5100.53,4241.07,859.46,172.48
9030.0,60,8992.88,4774.8,3952.64,822.16,180.6
9030.0,60,8992.88,5182.9,4212.28,970.62,169.74
9030.0,60,8992.88,5151.05,4224.83,926.22,170.79
9030.0,60,8992.88,5277.51,3932.73,1344.78,166.69
9030.0,60,8992.88,5084.62,4373.54,711.08,173.02
9030.0,60,8992.88,5022.42,4104.88,917.54,175.16
9030.0,60,8992.88,5336.37,3980.05,1356.32,164.86
9030.0,60,8992.88,4973.46,4026.98,946.48,176.88
9030.0,60,8992.88,4901.49,3943.04,958.45,179.48
9030.0,60,8992.88,5189.92,4324.39,865.54,169.51
9030.0,60,8992.88,5167.02,4271.25,895.77,170.26
9030.0,60,8992.88,4969.1,4264.44,704.66,177.04
9030.0,60,8992.88,5191.39,4249.89,941.49,169.46
9030.0,60,8992.88,5090.52,4149.0,941.51,172.82
9030.0,60,8992.88,5205.49,4247.49,958.0,169.0
9030.0,60,8992.88,4801.38,4035.88,765.5,180.6
9030.0,60,8992.88,5228.89,4069.05,1159.84,168.24
9030.0,60,8992.88,5073.57,4073.06,1000.51,173.39
9030.0,60,8992.88,5227.1,4212.14,1014.96,168.3
9030.0,60,8992.88,5184.48,4212.28,972.2,169.68
9030.0,60,8992.88,5000.31,4060.34,939.97,175.93
9030.0,60,8992.88,5155.15,4363.14,792.0,170.65
9030.0,60,8992.88,4985.06,4058.22,926.84,176.47
9030.0,60,8992.88,4874.28,4212.44,661.85,180.48
9030.0,60,8992.88,5374.05,4143.32,1230.73,163.7
